Число,Температура(день),Давление(день),Ветер(день),Температура(вечер),Давление(вечер),Ветер(вечер)
2018-01-01,1,748,Ю 1м/с,+1,748,Ю 1м/с
2018-01-02,2,749,Ю 3м/с,+2,750,Ю 3м/с
2018-01-03,2,749,Ю 3м/с,+3,749,Ю 3м/с
2018-01-04,1,747,ЮВ 3м/с,0,746,ЮВ 3м/с
2018-01-05,-3,746,Ю 2м/с,-3,747,Ю 2м/с
2018-01-06,-1,746,Ю 4м/с,+1,746,Ю 4м/с
2018-01-07,2,744,ЮЗ 3м/с,0,746,ЮЗ 3м/с
2018-01-08,-2,748,З 4м/с,-2,747,З 4м/с
2018-01-09,-3,752,СЗ 4м/с,-5,752,СЗ 4м/с
2018-01-10,-2,754,СЗ 3м/с,-8,753,СЗ 3м/с
2018-01-11,-4,752,Ш,-6,754,Ш
2018-01-12,-6,764,С 3м/с,-6,766,С 3м/с
2018-01-13,-8,767,З 2м/с,-9,767,З 2м/с
2018-01-14,-8,765,З 2м/с,-7,764,З 2м/с
2018-01-15,-5,763,Ю 1м/с,-7,763,Ю 1м/с
2018-01-16,-7,758,ЮВ 2м/с,-9,755,ЮВ 2м/с
2018-01-17,-7,749,ЮВ 3м/с,-10,746,ЮВ 3м/с
2018-01-18,-5,745,ЮВ 4м/с,-5,746,ЮВ 4м/с
2018-01-19,-8,749,ЮВ 2м/с,-10,749,ЮВ 2м/с
2018-01-20,-8,745,ЮВ 3м/с,-8,744,ЮВ 3м/с
2018-01-21,-4,743,В 1м/с,-6,741,В 1м/с
2018-01-22,-6,749,Ю 2м/с,-13,752,Ю 2м/с
2018-01-23,-11,754,Ш,-13,755,Ш
2018-01-24,-9,758,СЗ 1м/с,-9,760,СЗ 1м/с
2018-01-25,-11,761,Ю 2м/с,-13,761,Ю 2м/с
2018-01-26,-8,763,Ю 3м/с,-13,765,Ю 3м/с
2018-01-27,-10,764,Ю 3м/с,-13,762,Ю 3м/с
2018-01-28,-9,758,Ю 5м/с,-9,755,Ю 5м/с
2018-01-29,-6,746,Ю 4м/с,-5,744,Ю 4м/с
2018-01-30,0,735,Ю 5м/с,0,732,Ю 5м/с
2018-01-31,-3,735,С 2м/с,-4,740,С 2м/с
2018-02-01,-8,749,З 1м/с,-14,750,З 1м/с
2018-02-02,-5,746,Ю 4м/с,-4,745,Ю 4м/с
2018-02-03,1,743,Ю 4м/с,0,742,Ю 4м/с
2018-02-04,3,731,Ю 4м/с,+2,731,Ю 4м/с
2018-02-05,-11,743,З 3м/с,-13,746,З 3м/с
2018-02-07,-6,761,Ю 4м/с,-11,762,Ю 4м/с
2018-02-08,-4,761,ЮВ 2м/с,-4,759,ЮВ 2м/с
2018-02-09,-5,755,В 4м/с,-5,754,В 4м/с
2018-02-10,-4,754,ЮВ 2м/с,-3,753,ЮВ 2м/с
2018-02-11,-3,752,ЮВ 3м/с,-3,752,ЮВ 3м/с
2018-02-12,-3,753,В 1м/с,-6,753,В 1м/с
2018-02-13,-5,755,В 2м/с,-8,756,В 2м/с
2018-02-14,-7,758,В 3м/с,-7,759,В 3м/с
2018-02-15,-7,762,ЮВ 1м/с,-7,762,ЮВ 1м/с
2018-02-16,-3,761,ЮВ 4м/с,-4,760,ЮВ 4м/с
2018-02-17,-5,755,ЮВ 2м/с,-6,755,ЮВ 2м/с
2018-02-18,-4,751,ЮВ 2м/с,-6,750,ЮВ 2м/с
2018-02-19,-2,748,З 2м/с,-3,748,З 2м/с
2018-02-20,-6,749,З 3м/с,-9,749,З 3м/с
2018-02-21,-9,752,З 3м/с,-16,754,З 3м/с
2018-02-22,-9,755,СЗ 3м/с,-17,755,СЗ 3м/с
2018-02-23,-10,755,З 1м/с,-18,755,З 1м/с
2018-02-24,-9,755,С 2м/с,-16,755,С 2м/с
2018-02-25,-11,753,С 1м/с,-17,754,С 1м/с
2018-02-26,-12,754,Ш,-17,756,Ш
2018-02-27,-12,761,С 2м/с,-16,761,С 2м/с
2018-02-28,-13,761,СВ 3м/с,-15,761,СВ 3м/с
2018-03-01,-8,758,В 2м/с,-11,757,В 2м/с
2018-03-02,-9,753,ЮВ 2м/с,-12,752,ЮВ 2м/с
2018-03-03,-9,746,В 1м/с,-9,742,В 1м/с
2018-03-04,-7,729,В 3м/с,-9,730,В 3м/с
2018-03-05,-7,737,СЗ 4м/с,-8,742,СЗ 4м/с
2018-03-06,-8,750,СЗ 1м/с,-13,749,СЗ 1м/с
2018-03-07,-4,746,В 3м/с,-6,744,В 3м/с
2018-03-08,1,744,СВ 3м/с,-5,746,СВ 3м/с
2018-03-09,-1,749,В 2м/с,-6,749,В 2м/с
2018-03-10,-2,750,ЮВ 3м/с,-5,751,ЮВ 3м/с
2018-03-11,-3,754,Ю 3м/с,-8,754,Ю 3м/с
2018-03-12,-6,754,Ю 3м/с,-7,753,Ю 3м/с
2018-03-13,-2,750,Ю 6м/с,-5,750,Ю 6м/с
2018-03-14,-1,746,Ю 6м/с,-5,745,Ю 6м/с
2018-03-15,-2,739,З 1м/с,-4,740,З 1м/с
2018-03-16,-5,746,СЗ 3м/с,-14,747,СЗ 3м/с
2018-03-17,-10,748,С 2м/с,-11,747,С 2м/с
2018-03-18,-8,749,З 3м/с,-14,750,З 3м/с
2018-03-19,-7,747,Ю 5м/с,-12,746,Ю 5м/с
2018-03-20,-3,746,Ю 4м/с,-7,746,Ю 4м/с
2018-03-21,-4,741,СВ 2м/с,-5,741,СВ 2м/с
2018-03-22,0,741,СЗ 3м/с,-6,742,СЗ 3м/с
2018-03-23,1,737,ЮЗ 4м/с,-3,737,ЮЗ 4м/с
2018-03-24,2,741,СЗ 3м/с,-5,743,СЗ 3м/с
2018-03-25,2,744,ЮЗ 4м/с,0,743,ЮЗ 4м/с
2018-03-26,3,743,ЮЗ 3м/с,+2,743,ЮЗ 3м/с
2018-03-27,1,740,ЮЗ 2м/с,-3,742,ЮЗ 2м/с
2018-03-28,-1,746,СЗ 3м/с,-8,748,СЗ 3м/с
2018-03-29,-1,751,ЮЗ 2м/с,-7,752,ЮЗ 2м/с
2018-03-30,-2,754,Ю 4м/с,-4,752,Ю 4м/с
2018-03-31,2,749,ЮЗ 2м/с,+1,748,ЮЗ 2м/с
2018-04-01,3,746,В 2м/с,+2,746,В 2м/с
2018-04-02,6,742,Ю 5м/с,+2,742,Ю 5м/с
2018-04-03,5,744,З 2м/с,+3,746,З 2м/с
2018-04-04,6,751,З 2м/с,+1,751,З 2м/с
2018-04-05,9,752,Ю 2м/с,+4,751,Ю 2м/с
2018-04-06,13,749,Ю 4м/с,+7,747,Ю 4м/с
2018-04-07,8,749,З 6м/с,+4,753,З 6м/с
2018-04-08,11,757,З 3м/с,+5,755,З 3м/с
2018-04-09,17,753,ЮЗ 4м/с,+10,752,ЮЗ 4м/с
2018-04-10,19,746,ЮЗ 7м/с,+12,745,ЮЗ 7м/с
2018-04-11,3,754,СВ 3м/с,-1,756,СВ 3м/с
2018-04-12,10,757,Ш,+1,755,Ш
2018-04-13,12,752,СЗ 4м/с,+6,755,СЗ 4м/с
2018-04-14,11,759,С 1м/с,+3,758,С 1м/с
2018-04-15,15,753,З 3м/с,+8,752,З 3м/с
2018-04-16,20,750,Ю 1м/с,+12,749,Ю 1м/с
2018-04-17,19,749,ЮЗ 1м/с,+14,748,ЮЗ 1м/с
2018-04-18,9,742,Ю 2м/с,+7,740,Ю 2м/с
2018-04-19,6,737,С 4м/с,+7,740,С 4м/с
2018-04-20,15,745,С 4м/с,+9,746,С 4м/с
2018-04-21,20,731,ЮЗ 5м/с,+10,728,ЮЗ 5м/с
2018-04-22,3,737,СЗ 5м/с,+2,740,СЗ 5м/с
2018-04-23,8,743,С 4м/с,+4,745,С 4м/с
2018-04-24,11,746,З 3м/с,+6,744,З 3м/с
2018-04-26,14,736,З 4м/с,+10,740,З 4м/с
2018-04-27,16,746,З 2м/с,+11,746,З 2м/с
2018-04-28,14,748,СЗ 4м/с,+8,749,СЗ 4м/с
2018-04-29,17,751,З 4м/с,+10,751,З 4м/с
2018-04-30,23,746,З 3м/с,+17,746,З 3м/с
2018-05-01,27,746,ЮЗ 4м/с,+20,746,ЮЗ 4м/с
2018-05-02,29,748,ЮЗ 4м/с,+21,748,ЮЗ 4м/с
2018-05-03,28,749,СЗ 3м/с,+21,750,СЗ 3м/с
2018-05-04,24,753,В 1м/с,+17,752,В 1м/с
