Число,Температура(день),Давление(день),Ветер(день),Температура(вечер),Давление(вечер),Ветер(вечер)
2011-01-01,-6,743,ЮЗ 3м/с,-5,741,ЮЗ 3м/с
2011-01-02,-2,736,Ю 6м/с,-1,737,Ю 6м/с
2011-01-03,-6,747,ЮЗ 4м/с,-12,750,ЮЗ 4м/с
2011-01-04,-11,752,СВ 2м/с,-9,749,СВ 2м/с
2011-01-05,-10,751,З 4м/с,-12,754,З 4м/с
2011-01-06,-7,760,ЮЗ 3м/с,-9,762,ЮЗ 3м/с
2011-01-07,-13,763,Ю 4м/с,-16,761,Ю 4м/с
2011-01-08,-7,759,Ю 3м/с,-6,759,Ю 3м/с
2011-01-09,-2,758,Ю 4м/с,-3,758,Ю 4м/с
2011-01-10,-5,757,Ю 6м/с,-4,756,Ю 6м/с
2011-01-11,0,755,З 2м/с,-1,756,З 2м/с
2011-01-12,-4,755,Ю 4м/с,-5,753,Ю 4м/с
2011-01-13,-7,744,Ю 5м/с,-7,744,Ю 5м/с
2011-01-14,-3,744,Ю 2м/с,-4,744,Ю 2м/с
2011-01-15,-4,747,СЗ 2м/с,-6,748,СЗ 2м/с
2011-01-16,-8,752,С 3м/с,-12,753,С 3м/с
2011-01-17,-13,753,С 2м/с,-20,753,С 2м/с
2011-01-18,-15,756,СЗ 1м/с,-21,757,СЗ 1м/с
2011-01-19,-15,757,ЮЗ 1м/с,-17,756,ЮЗ 1м/с
2011-01-20,-16,757,ЮВ 2м/с,-17,757,ЮВ 2м/с
2011-01-21,-12,758,Ю 1м/с,-11,757,Ю 1м/с
2011-01-22,-9,750,Ю 4м/с,-8,749,Ю 4м/с
2011-01-23,-6,749,ЮЗ 3м/с,-8,749,ЮЗ 3м/с
2011-01-24,-10,746,С 2м/с,-11,746,С 2м/с
2011-01-25,-10,748,ЮЗ 3м/с,-12,748,ЮЗ 3м/с
2011-01-26,-12,745,С 1м/с,-11,744,С 1м/с
2011-01-27,-12,747,Ю 2м/с,-10,748,Ю 2м/с
2011-01-28,-12,751,З 2м/с,-11,748,З 2м/с
2011-01-29,-4,743,СЗ 4м/с,-5,741,СЗ 4м/с
2011-01-30,-4,733,ЮЗ 4м/с,-4,734,ЮЗ 4м/с
2011-01-31,-6,746,С 4м/с,-15,749,С 4м/с
2011-02-01,-9,745,ЮЗ 3м/с,-9,744,ЮЗ 3м/с
2011-02-02,-4,745,ЮЗ 2м/с,-5,745,ЮЗ 2м/с
2011-02-03,-1,742,ЮЗ 4м/с,0,743,ЮЗ 4м/с
2011-02-04,-2,741,ЮЗ 4м/с,-1,740,ЮЗ 4м/с
2011-02-05,1,730,ЮЗ 3м/с,-1,728,ЮЗ 3м/с
2011-02-06,0,727,СЗ 3м/с,-1,731,СЗ 3м/с
2011-02-07,-2,739,СЗ 2м/с,-2,741,СЗ 2м/с
2011-02-08,-2,740,Ю 3м/с,-4,732,Ю 3м/с
2011-02-09,0,723,СЗ 3м/с,-5,728,СЗ 3м/с
2011-02-10,-9,740,С 4м/с,-12,743,С 4м/с
2011-02-11,-14,745,З 1м/с,-17,743,З 1м/с
2011-02-12,-12,735,В 3м/с,-12,735,В 3м/с
2011-02-13,-12,732,СВ 5м/с,-12,733,СВ 5м/с
2011-02-14,-11,739,С 5м/с,-15,741,С 5м/с
2011-02-15,-17,744,СЗ 4м/с,-19,745,СЗ 4м/с
2011-02-16,-16,748,СЗ 3м/с,-21,749,СЗ 3м/с
2011-02-17,-19,751,С 3м/с,-20,752,С 3м/с
2011-02-18,-18,756,СЗ 2м/с,-22,756,СЗ 2м/с
2011-02-19,-18,754,З 1м/с,-19,753,З 1м/с
2011-02-20,-13,755,СЗ 1м/с,-19,756,СЗ 1м/с
2011-02-21,-15,762,В 3м/с,-18,763,В 3м/с
2011-02-22,-17,766,Ю 3м/с,-18,766,Ю 3м/с
2011-02-23,-15,769,ЮВ 2м/с,-15,769,ЮВ 2м/с
