Число,Температура(день),Давление(день),Ветер(день),Температура(вечер),Давление(вечер),Ветер(вечер)
1999-01-01,-7,757,ЮЗ 4м/с,-8,754,ЮЗ 4м/с
1999-01-02,-8,753,Ю 1м/с,-10,753,Ю 1м/с
1999-01-03,-5,752,Ю 3м/с,-5,751,Ю 3м/с
1999-01-04,-4,751,ЮЗ 2м/с,-2,750,ЮЗ 2м/с
1999-01-05,0,745,Ю 7м/с,-1,741,Ю 7м/с
1999-01-06,2,735,З 4м/с,0,737,З 4м/с
1999-01-07,2,724,ЮЗ 5м/с,+2,722,ЮЗ 5м/с
1999-01-08,-6,729,СЗ 3м/с,-10,734,СЗ 3м/с
1999-01-09,-9,739,ЮЗ 2м/с,-11,741,ЮЗ 2м/с
1999-01-10,-11,744,ЮВ 2м/с,-10,744,ЮВ 2м/с
1999-01-11,-12,751,С 4м/с,-14,756,С 4м/с
1999-01-12,-18,759,Ш,-18,757,Ш
1999-01-13,-9,747,ЮВ 6м/с,-8,745,ЮВ 6м/с
1999-01-14,-2,746,Ю 3м/с,-2,746,Ю 3м/с
1999-01-15,0,743,ЮВ 4м/с,+1,741,ЮВ 4м/с
1999-01-16,0,748,З 1м/с,-1,750,З 1м/с
1999-01-17,-3,756,ЮЗ 1м/с,-3,757,ЮЗ 1м/с
1999-01-18,-1,756,ЮЗ 4м/с,-5,755,ЮЗ 4м/с
1999-01-19,-5,754,З 2м/с,-3,756,З 2м/с
1999-01-20,-5,756,ЮЗ 3м/с,-7,753,ЮЗ 3м/с
1999-01-21,-1,751,З 2м/с,-1,751,З 2м/с
1999-01-22,0,744,ЮЗ 4м/с,-4,742,ЮЗ 4м/с
1999-01-23,0,744,З 5м/с,0,745,З 5м/с
1999-01-24,0,744,З 3м/с,0,744,З 3м/с
1999-01-25,-3,741,Ю 3м/с,-2,738,Ю 3м/с
1999-01-26,1,728,ЮЗ 7м/с,+2,727,ЮЗ 7м/с
1999-01-27,-5,738,Ш,-3,739,Ш
1999-01-28,0,739,В 2м/с,0,738,В 2м/с
1999-01-29,0,739,Ю 3м/с,0,743,Ю 3м/с
1999-01-30,0,747,Ш,-4,748,Ш
1999-01-31,-13,753,С 3м/с,-12,751,С 3м/с
1999-02-01,-9,741,З 3м/с,-9,741,З 3м/с
1999-02-02,-12,741,С 5м/с,-23,743,С 5м/с
1999-02-03,-24,742,СЗ 4м/с,-25,741,СЗ 4м/с
1999-02-11,0,746,Ю 4м/с,0,747,Ю 4м/с
1999-02-12,-2,752,СЗ 2м/с,-4,755,СЗ 2м/с
1999-02-13,-7,759,Ш,-15,759,Ш
1999-02-14,-8,759,В 2м/с,-6,757,В 2м/с
1999-02-15,-4,753,ЮВ 3м/с,-3,751,ЮВ 3м/с
1999-02-17,-1,739,Ю 6м/с,-2,739,Ю 6м/с
1999-02-18,1,744,ЮВ 4м/с,+1,744,ЮВ 4м/с
1999-02-19,-3,741,ЮВ 3м/с,-4,741,ЮВ 3м/с
1999-02-20,-2,739,СЗ 2м/с,-4,739,СЗ 2м/с
1999-02-21,-5,738,З 2м/с,-11,739,З 2м/с
1999-02-22,-7,740,З 2м/с,-12,741,З 2м/с
1999-02-23,-7,739,В 4м/с,-4,735,В 4м/с
1999-02-24,1,735,Ю 6м/с,0,739,Ю 6м/с
1999-02-25,0,742,Ю 2м/с,-3,741,Ю 2м/с
1999-02-26,0,738,Ю 4м/с,-2,738,Ю 4м/с
1999-02-27,-3,741,Ю 2м/с,-5,741,Ю 2м/с
1999-02-28,-3,747,СЗ 3м/с,-4,748,СЗ 3м/с
1999-03-01,-4,745,ЮЗ 2м/с,-4,744,ЮЗ 2м/с
1999-03-02,0,734,ЮВ 6м/с,+1,732,ЮВ 6м/с
1999-03-03,1,734,ЮЗ 4м/с,0,737,ЮЗ 4м/с
1999-03-04,2,745,Ю 3м/с,0,745,Ю 3м/с
1999-03-05,2,746,СВ 2м/с,+1,747,СВ 2м/с
1999-03-06,1,747,В 4м/с,0,747,В 4м/с
1999-03-07,-2,749,СВ 4м/с,-5,751,СВ 4м/с
1999-03-08,-8,756,В 4м/с,-11,758,В 4м/с
1999-03-09,-6,762,В 5м/с,-8,762,В 5м/с
1999-03-10,-4,759,В 3м/с,-5,757,В 3м/с
1999-03-11,-4,752,ЮВ 4м/с,-5,751,ЮВ 4м/с
1999-03-12,-2,751,В 4м/с,-2,751,В 4м/с
1999-03-13,-2,756,СВ 5м/с,-3,758,СВ 5м/с
1999-03-14,-3,761,В 4м/с,-6,762,В 4м/с
1999-03-15,-4,765,В 3м/с,-8,765,В 3м/с
1999-03-16,-3,765,З 2м/с,-8,765,З 2м/с
1999-03-17,0,763,З 2м/с,-4,762,З 2м/с
1999-03-18,0,757,ЮЗ 2м/с,-4,753,ЮЗ 2м/с
1999-03-19,-1,747,З 2м/с,-1,747,З 2м/с
1999-03-20,1,747,З 2м/с,-4,747,З 2м/с
1999-03-21,2,747,Ю 2м/с,-2,747,Ю 2м/с
1999-03-22,-3,747,ЮВ 5м/с,-4,747,ЮВ 5м/с
1999-03-23,0,744,Ю 5м/с,0,745,Ю 5м/с
1999-03-24,3,745,Ю 4м/с,+2,746,Ю 4м/с
1999-03-25,3,747,Ю 3м/с,+1,748,Ю 3м/с
1999-03-26,2,750,ЮЗ 4м/с,+3,750,ЮЗ 4м/с
1999-03-27,5,753,ЮЗ 3м/с,+4,752,ЮЗ 3м/с
1999-03-28,7,753,Ю 4м/с,+3,753,Ю 4м/с
1999-03-29,7,755,ЮЗ 1м/с,+2,756,ЮЗ 1м/с
1999-03-30,9,757,Ю 1м/с,+4,757,Ю 1м/с
1999-03-31,11,758,З 1м/с,+3,756,З 1м/с
1999-04-01,10,755,З 2м/с,+3,753,З 2м/с
1999-04-02,10,750,Ш,+4,747,Ш
1999-04-03,2,740,С 5м/с,+2,741,С 5м/с
1999-04-04,1,736,СЗ 6м/с,-3,741,СЗ 6м/с
1999-04-05,0,745,СЗ 5м/с,-3,745,СЗ 5м/с
1999-04-06,0,744,З 3м/с,0,741,З 3м/с
1999-04-07,4,740,ЮЗ 2м/с,+3,739,ЮЗ 2м/с
1999-04-08,6,738,З 4м/с,+5,739,З 4м/с
1999-04-09,7,742,З 3м/с,+4,741,З 3м/с
1999-04-10,7,736,З 5м/с,+7,737,З 5м/с
1999-04-11,9,740,З 4м/с,+8,739,З 4м/с
1999-04-12,9,735,ЮЗ 3м/с,+8,735,ЮЗ 3м/с
1999-04-13,11,737,Ю 1м/с,+10,738,Ю 1м/с
1999-04-14,8,741,Ю 3м/с,+6,742,Ю 3м/с
1999-04-15,17,747,Ю 4м/с,+12,749,Ю 4м/с
1999-04-16,19,754,З 2м/с,+13,754,З 2м/с
1999-04-17,19,755,ЮВ 4м/с,+14,753,ЮВ 4м/с
1999-04-18,18,753,Ю 5м/с,+14,752,Ю 5м/с
1999-04-19,18,752,ЮВ 4м/с,+14,750,ЮВ 4м/с
1999-04-20,19,752,В 4м/с,+13,753,В 4м/с
