Число,Температура(день),Давление(день),Ветер(день),Температура(вечер),Давление(вечер),Ветер(вечер)
2014-01-01,2,758,З 2м/с,-2,757,З 2м/с
2014-01-02,-5,757,ЮЗ 2м/с,-5,757,ЮЗ 2м/с
2014-01-03,-2,757,Ю 2м/с,-3,757,Ю 2м/с
2014-01-04,-2,756,Ю 3м/с,-3,755,Ю 3м/с
2014-01-05,1,752,ЮЗ 3м/с,+1,752,ЮЗ 3м/с
2014-01-06,1,749,Ю 2м/с,0,748,Ю 2м/с
2014-01-07,1,751,Ш,0,751,Ш
2014-01-08,1,747,ЮЗ 4м/с,+1,745,ЮЗ 4м/с
2014-01-09,1,739,Ш,+1,740,Ш
2014-01-10,2,737,Ю 4м/с,+1,732,Ю 4м/с
2014-01-11,2,728,ЮЗ 3м/с,0,731,ЮЗ 3м/с
2014-01-12,1,735,ЮЗ 3м/с,+1,733,ЮЗ 3м/с
2014-01-13,-1,731,СЗ 3м/с,-5,736,СЗ 3м/с
2014-01-14,-9,745,СЗ 3м/с,-9,747,СЗ 3м/с
2014-01-15,-9,751,СЗ 1м/с,-9,750,СЗ 1м/с
2014-01-16,-7,739,СВ 2м/с,-8,738,СВ 2м/с
2014-01-17,-12,745,СЗ 3м/с,-12,747,СЗ 3м/с
2014-01-18,-17,749,З 1м/с,-22,749,З 1м/с
2014-01-19,-18,755,СЗ 2м/с,-20,757,СЗ 2м/с
2014-01-20,-13,760,З 1м/с,-19,760,З 1м/с
2014-01-21,-14,759,Ш,-20,758,Ш
2014-01-22,-14,754,В 2м/с,-19,753,В 2м/с
2014-01-23,-14,750,СВ 2м/с,-14,750,СВ 2м/с
2014-01-24,-13,752,С 3м/с,-15,755,С 3м/с
2014-01-25,-15,757,З 1м/с,-17,756,З 1м/с
2014-01-26,-12,757,З 2м/с,-19,757,З 2м/с
2014-01-27,-13,756,З 2м/с,-15,757,З 2м/с
2014-01-28,-14,762,СВ 3м/с,-18,763,СВ 3м/с
2014-01-29,-20,770,СВ 3м/с,-24,771,СВ 3м/с
2014-01-30,-20,775,З 1м/с,-26,776,З 1м/с
2014-01-31,-15,776,З 1м/с,-21,776,З 1м/с
2014-02-01,-12,774,Ю 1м/с,-14,773,Ю 1м/с
2014-02-02,-13,769,Ю 4м/с,-15,766,Ю 4м/с
2014-02-03,-8,758,ЮЗ 4м/с,-8,755,ЮЗ 4м/с
2014-02-04,-3,753,СЗ 3м/с,-3,753,СЗ 3м/с
2014-02-05,-2,753,СЗ 2м/с,-4,753,СЗ 2м/с
2014-02-06,-8,750,Ю 3м/с,-10,749,Ю 3м/с
2014-02-07,-7,747,Ю 4м/с,-7,747,Ю 4м/с
2014-02-08,-2,748,ЮВ 2м/с,-2,748,ЮВ 2м/с
2014-02-09,-3,748,ЮВ 5м/с,-3,749,ЮВ 5м/с
2014-02-10,-5,749,ЮВ 2м/с,-6,749,ЮВ 2м/с
2014-02-11,-5,748,ЮВ 3м/с,-2,747,ЮВ 3м/с
2014-02-12,1,747,Ю 2м/с,+1,748,Ю 2м/с
