Число,Температура(день),Давление(день),Ветер(день),Температура(вечер),Давление(вечер),Ветер(вечер)
2006-01-01,-6,760,ЮВ 4м/с,-4,761,ЮВ 4м/с
2006-01-02,-6,765,ЮВ 4м/с,-8,765,ЮВ 4м/с
2006-01-03,-14,766,ЮВ 2м/с,-15,765,ЮВ 2м/с
2006-01-04,-15,766,Ш,-14,766,Ш
2006-01-05,-16,767,СЗ 1м/с,-20,766,СЗ 1м/с
2006-01-06,-15,763,З 1м/с,-18,762,З 1м/с
2006-01-07,-3,756,С 1м/с,-2,756,С 1м/с
2006-01-08,0,756,Ш,0,755,Ш
2006-01-09,0,756,С 2м/с,0,758,С 2м/с
2006-01-10,-1,759,З 4м/с,-2,757,З 4м/с
2006-01-11,-3,753,ЮЗ 4м/с,-2,753,ЮЗ 4м/с
2006-01-12,0,750,З 3м/с,-1,750,З 3м/с
2006-01-13,0,752,СЗ 3м/с,0,753,СЗ 3м/с
2006-01-14,-1,754,С 4м/с,-1,755,С 4м/с
2006-01-15,-2,750,З 3м/с,-2,747,З 3м/с
2006-01-16,-11,751,СВ 3м/с,-21,756,СВ 3м/с
2006-01-17,-24,755,С 1м/с,-28,756,С 1м/с
2006-01-18,-29,756,СЗ 2м/с,-31,756,СЗ 2м/с
2006-01-19,-27,757,СВ 2м/с,-27,756,СВ 2м/с
2006-01-20,-23,751,С 4м/с,-23,751,С 4м/с
2006-01-21,-21,756,СВ 3м/с,-22,756,СВ 3м/с
2006-01-22,-21,757,С 3м/с,-19,758,С 3м/с
2006-01-23,-16,761,С 3м/с,-17,763,С 3м/с
2006-01-24,-15,763,СЗ 2м/с,-21,762,СЗ 2м/с
2006-01-25,-12,754,ЮЗ 4м/с,-10,753,ЮЗ 4м/с
2006-01-26,-9,752,ЮЗ 3м/с,-11,752,ЮЗ 3м/с
2006-01-27,-9,744,ЮЗ 5м/с,-8,741,ЮЗ 5м/с
2006-01-28,-3,738,З 3м/с,-7,739,З 3м/с
2006-01-29,-9,741,ЮЗ 1м/с,-12,740,ЮЗ 1м/с
2006-01-30,-4,735,Ю 3м/с,-1,729,Ю 3м/с
2006-01-31,-15,731,С 4м/с,-14,732,С 4м/с
2006-02-01,-17,736,СЗ 3м/с,-18,738,СЗ 3м/с
2006-02-02,-20,741,З 1м/с,-26,741,З 1м/с
2006-02-03,-21,744,З 1м/с,-25,745,З 1м/с
2006-02-04,-19,747,Ш,-21,748,Ш
2006-02-05,-18,746,СЗ 2м/с,-19,746,СЗ 2м/с
2006-02-06,-23,749,ЮЗ 2м/с,-28,750,ЮЗ 2м/с
2006-02-07,-23,750,Ш,-28,750,Ш
2006-02-08,-24,752,З 1м/с,-28,752,З 1м/с
2006-02-09,-18,753,Ю 2м/с,-24,754,Ю 2м/с
2006-02-10,-16,755,Ю 2м/с,-20,753,Ю 2м/с
2006-02-11,-12,750,ЮВ 3м/с,-11,750,ЮВ 3м/с
2006-02-12,-9,744,В 1м/с,-9,743,В 1м/с
2006-02-13,-10,747,Ш,-17,747,Ш
2006-02-14,-12,751,ЮЗ 2м/с,-17,752,ЮЗ 2м/с
2006-02-15,-15,754,СЗ 1м/с,-22,755,СЗ 1м/с
2006-02-16,-10,752,С 1м/с,-11,750,С 1м/с
2006-02-17,-7,747,З 2м/с,-9,749,З 2м/с
2006-02-18,-4,750,З 1м/с,-11,750,З 1м/с
2006-02-19,-7,751,Ю 2м/с,-10,752,Ю 2м/с
2006-02-20,-5,751,Ю 4м/с,-6,751,Ю 4м/с
2006-02-21,-3,753,ЮВ 3м/с,-4,753,ЮВ 3м/с
2006-02-22,0,749,Ю 4м/с,0,749,Ю 4м/с
2006-02-23,0,750,Ю 4м/с,0,750,Ю 4м/с
2006-02-25,-6,750,З 3м/с,-7,748,З 3м/с
2006-02-26,-7,744,Ю 2м/с,-8,744,Ю 2м/с
2006-02-27,-3,743,Ю 2м/с,-6,743,Ю 2м/с
2006-02-28,-4,740,С 3м/с,-8,743,С 3м/с
2006-03-01,-8,750,ЮЗ 1м/с,-7,747,ЮЗ 1м/с
2006-03-02,-4,732,В 6м/с,-5,731,В 6м/с
2006-03-03,-5,737,З 3м/с,-12,739,З 3м/с
2006-03-04,-6,741,З 1м/с,-11,739,З 1м/с
2006-03-05,-7,726,С 2м/с,-11,733,С 2м/с
2006-03-06,-4,743,Ю 2м/с,-6,744,Ю 2м/с
2006-03-07,-7,744,С 2м/с,-7,742,С 2м/с
2006-03-08,-6,743,СЗ 3м/с,-10,743,СЗ 3м/с
2006-03-09,-5,744,С 3м/с,-10,744,С 3м/с
2006-03-10,-5,749,ЮЗ 2м/с,-10,749,ЮЗ 2м/с
2006-03-11,-5,747,Ю 3м/с,-4,749,Ю 3м/с
2006-03-12,-2,750,ЮВ 6м/с,0,752,ЮВ 6м/с
2006-03-13,0,759,ЮВ 3м/с,0,759,ЮВ 3м/с
2006-03-14,1,762,В 4м/с,-1,762,В 4м/с
2006-03-15,2,761,В 4м/с,0,761,В 4м/с
2006-03-16,2,761,Ю 2м/с,-2,759,Ю 2м/с
2006-03-17,0,756,ЮЗ 2м/с,-5,753,ЮЗ 2м/с
2006-03-18,0,749,Ю 3м/с,-3,747,Ю 3м/с
2006-03-19,0,737,Ю 4м/с,0,734,Ю 4м/с
2006-03-20,-1,729,З 6м/с,-2,732,З 6м/с
2006-03-21,-2,738,З 4м/с,-5,739,З 4м/с
2006-03-22,-1,741,З 3м/с,-7,744,З 3м/с
2006-03-23,-4,747,ЮВ 1м/с,-5,744,ЮВ 1м/с
2006-03-24,-3,739,СЗ 5м/с,-5,743,СЗ 5м/с
2006-03-25,-2,749,ЮЗ 3м/с,-3,747,ЮЗ 3м/с
